"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"JUN1",0,0.546876263420638,0.868,0.79,0,"2","JUN"
"TCF25",0,0.546416938717859,0.622,0.537,0,"2","TCF25"
"LY6E1",0,0.545452790345152,0.583,0.448,0,"2","LY6E"
"DDX5",0,0.543672377036787,0.98,0.925,0,"2","DDX5"
"RSRP1",0,0.540836333430173,0.723,0.637,0,"2","RSRP1"
"GIMAP71",0,0.539260224520366,0.563,0.38,0,"2","GIMAP7"
"CD53",0,0.539133609927638,0.599,0.465,0,"2","CD53"
"MACF1",0,0.53680721983404,0.542,0.422,0,"2","MACF1"
"LCP11",0,0.531246899125049,0.872,0.659,0,"2","LCP1"
"PRPF4B",0,0.530796206341497,0.553,0.459,0,"2","PRPF4B"
"ARPC22",0,0.525352398412781,0.899,0.804,0,"2","ARPC2"
"IRF1",0,0.524416810148694,0.672,0.534,0,"2","IRF1"
"H3F3B",0,0.521495646514988,0.979,0.891,0,"2","H3F3B"
"FAM107B1",0,0.517639013893166,0.634,0.492,0,"2","FAM107B"
"CDC42SE1",0,0.515448440109273,0.53,0.437,0,"2","CDC42SE1"
"CD633",0,0.512771719100623,0.688,0.501,0,"2","CD63"
"NDUFB22",0,0.51105015143562,0.649,0.563,0,"2","NDUFB2"
"C19orf43",0,0.509283109843609,0.649,0.505,0,"2","C19orf43"
"HSP90B13",0,0.508205674515309,0.695,0.596,0,"2","HSP90B1"
"TXNIP",0,0.504549385423972,0.977,0.861,0,"2","TXNIP"
"MT-ND5",0,0.504030355461382,0.978,0.932,0,"2","MT-ND5"
"C9orf78",0,0.501461289073144,0.516,0.427,0,"2","C9orf78"
"MSN1",0,0.500473627531966,0.727,0.599,0,"2","MSN"
"TPSB2",0,6.20822894297171,0.63,0.002,0,"20","TPSB2"
"HPGD",0,5.92177398908931,0.747,0.047,0,"20","HPGD"
"TPSAB1",0,5.5681777712237,0.626,0.002,0,"20","TPSAB1"
"CTSG",0,5.35388993440512,0.611,0.003,0,"20","CTSG"
"CPA3",0,4.73850035395115,0.697,0.001,0,"20","CPA3"
"MS4A2",0,3.20780924652291,0.519,0.002,0,"20","MS4A2"
"HPGDS",0,3.01103703155182,0.559,0.002,0,"20","HPGDS"
"KIT",0,3.00520498285808,0.603,0.007,0,"20","KIT"
"GATA2",0,3.00179470883588,0.661,0.009,0,"20","GATA2"
"ARHGAP181",3.48089359233789e-263,2.37360513459998,0.525,0.094,9.81229094744127e-259,"20","ARHGAP18"
"SELENOK3",8.56303630555891e-215,3.01088041135429,0.504,0.105,2.413834304174e-210,"20","SELENOK"
"STMN12",2.51155874347668e-170,1.54836339758496,0.552,0.141,7.07983294198641e-166,"20","STMN1"
